Index;Location;Province;Genus;species-clone;type-of-sample;Asymptomatic-diseased;Nursery-Field;Roots;Root-Collar;Stem;Growth-tip;Needles-Leaves;results
8675;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy,Welldeveloped;Healthyy;Health;Healthy;Wilted,Discoloration;Ssapinea
8676;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy,Welldeveloped;Healthyy;Health;Healthy;Wilted,Dead;NoFusariumciricnatumcircinatum,FSPecondaryfungi&bacteriumisolated
8677;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Dead;Cytosporasp
8678;Hilton;Kwazulu-Natal;Pinus;radiata;Seed;A;F;Welldeveloped,J-rooting,Healthy;Welldeveloped,J-rooting;Discolorationn;Wilted;Alive;Diplodia
8679;Tweedie;Kwazulu-Natal;Pinus;radiata;Hedge;D;N;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium,Fruitingbodies,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Dead;FusariumcircitumandDiplodascreening
8680;Greytown;Kwazulu-Natal;eucalyptus;radiata;Seed/Cuttings;D;N;Welldeveloped,Healthy;Sapwood,Discoloration;Discolorationn,Cambium;Healthy;Wilted,S;DiseaseAlysisbacteriumlblight
8681;Karatara;WesternCape;Pinus;radiata;Notspecified;D;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusarium/Phytophthora/PythiumFSPcreening
8682;Karatara;WesternCape;Pinus;radiata;Notspecified;D;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusarium/Phytophthora/PythiumFSPcreening
8683;Karatara;WesternCape;Pinus;radiata;Notspecified;D;N;Brownroots,Greentips;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark;Alive,Discoloration;Fusarium/Phytophthora/PythiumFSPcreening
8684;Karatara;WesternCape;Pinus;radiata;Wholeplantwithrot;A;F;Healthy;Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark;Alive;FusariumandPhytophthorascreening
8685;Karatara;WesternCape;Pinus;radiata;Seed;D;F;Welldeveloped,J-rooting,Healthy;Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark;Alive,Discoloration;FusariumandPhytophthorascreening
8686;Karatara;WesternCape;Pinus;radiata;Soil,Seed,root,Seed,insect;A;F;Healthy;Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark;Alive;FusariumandPhytophthorascreening
8687;Karatara;WesternCape;Pinus;radiata;Twigs/Branch;D;F;Die-back;Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark;Alive,Wilted;FusariumandPhytophthorascreening
8688;Karatara;WesternCape;Pinus;radiata;Twigs/Branch,Leaves/Needles,Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;FusariumandPhytophthorascreening
8689;Karatara;WesternCape;Pinus;radiata;Soil,Seed,root,Seed,insect;A;F;Healthy;Healthyy;Health;Healthy;Alive;FusariumandPhytophthorascreening
8690;Karatara;WesternCape;Pinus;radiata;Twigs/Branch,Leaves/Needles,Seed/Cuttings;D;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Health,Discolorationn,Outerbark,Cambium;K?/Gum/?/Exudation,Healthy;Alive;FusariumandPhytophthorascreening
8691;Karatara;WesternCape;Pinus;radiata;Twigs/Branch;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Health,Discolorationn,Outerbark,Cambium;Healthy;Alive;FusariumandPhytophthorascreening
8692;Karatara;WesternCape;Pinus;radiata;Wholeplantwithrot;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Girdling,Health,Discolorationn,Outerbark,Cambium;Healthy;Alive;FusariumandPhytophthorascreening
8693;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Girdling,Health,Discolorationn,Outerbark,Cambium;Healthy;Alive;FusariumandPhytophthorascreening
8694;Karatara;WesternCape;Pinus;radiata;Seed;A;F;Welldeveloped,Dry;Sapwood,Discoloration;Health;Healthy;Wilted,Discoloration;FusariumandPhytophthorascreening
8695;Howick;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;D;N;Die-back,Healthy,NotHealthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark,Sapwood;Wilted,Dead,Discoloration;FusariumandDiplodiascreening
8696;WhiteRiver;WesternCape;Pinus;radiata;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark,Cambium;Alive;Fusariumcircitumscreening
8697;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Looksealthy;Healthyy;Health;Healthy;Alive;ScreeningforPhytophthora/Pythium
8698;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
8699;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
8700;Howick;Kwazulu-Natal;Pinus;radiata;Hedge;D;F;Healthy;Welldeveloped,J-rooting,Plugboundd,Fewroots,Dead;Discoloration,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Dead;ScreeningforFusariumcircitum
8701;Ixopo;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
8702;Ixopo;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
8703;Ixopo;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
8704;Ixopo;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;A;N;Die-back;Dead;Discolorationn;Wilted;Wilted,Discoloration;ScreeningforFusariumcircitum
8705;Hilton;Kwazulu-Natal;Acacia;radiata;Graft;D;F;Welldeveloped,Healthy;Dead;Health;Discoloration;Alive;ScreeningforFungal/bacteriumlpathogens
8706;Karatara;WesternCape;Pinus;radiata;E034A,C018-01/02/2011;;D;PpatulaYonderdale;Healthy,J-rooting;Discoloration;Discoloration,Betweenouter&innerbark;;DiseaseScreening
8707;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
8708;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Welldeveloped;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;ScreeningforFusariumciricnatum
8709;Karatara;WesternCape;Pinus;radiata;Seed/Cuttings;A;N;Welldeveloped,Dry;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn,Betweenouterandinnerbark;Wilted,Discoloration;Alive;ScreeningforFusariumciricnatum
8710;Howick;WesternCape;Pinus;radiata;Seed,root;D;F;Welldeveloped,Healthy,J-rooting,Plugbound;Welldeveloped,J-rooting,Dead,Plugboundd;Dead;Alive;Dead;Rhiziniaundulata
8711;Humansdorp;WesternCape;Pinus;radiata;Soil,tips;D;F;Welldeveloped,J-rooting,Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Clean;Alive;Wilted,Dead,Discoloration;Ssapinea
8712;Sabie;WesternCape;Pinus;radiata;leaves,Seed,rootts,Soil,Seedd;D;F;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Mechanicaldamage,Discolorationn,Fruitingbodies,Sapwood;Alive;Die-back;Armilariaspp
8713;Nyalazi;Kwazulu-Natal;eucalyptus;radiata;insect,leaves;D;F;Die-back;Fewroots,Dead;Health;Discoloration,Outerbark,Betweenouterandinnerbark,Sapwood;Alive;ScreeningforFungal/bacteriumlpathogens
8714;Tzaneen;WesternCape;eucalyptus;radiata;root;D;F;Healthy;Welldeveloped,NorootsDying-8,Fewroots10-1Dying,Dead8-16;Clean;Healthy,Discoloration;Alive;FSPrysphearia
8715;klipkraal;Comrie;Pinus;radiata;Seed;D;N;discolouration;Discoloration;Health;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium;Wilted,Dead;Fcir
8716;Tzaneen;Tetworth;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Discolorationn,Sapwood,Health;Healthy;Alive;Fusariumscreening
8717;Ngodwana;Mpumalanga;Pinus;radiata;Seed/Cuttings;A;N;Welldeveloped,J-rooting,Healthy;Dead,Fewroots,J-rooting;Mechanicaldamage,Discolorationn,Cambium,Betweenouterandinnerbark,Sapwood;Healthy;Wilted,Discoloration;Fusariumscreening
